國泰KOKO,221
兆豐E秒刷,150
台新GOGO,816
匯豐現金,154
元大鑽金,527
富邦數位生活,303
中信line PAY,448
樂天,390
花旗現金回饋,199
花旗響樂,273
國泰COSTCO,233
中信ANA,108
花旗寰旅,140
國泰亞洲萬里通,34
中信大中華,46
國泰長榮,52
美國運通,126
台新國泰,36
