,花旗,台新,國泰,富邦,玉山,中信
2017-06-01,0.6795821937578674,0.48860282089674023,0.2618248179354971,0.6497064426284291,0.5885485788922944,0.7842221150482803
2017-06-02,0.6088128153738411,0.48860282089674023,0.4479700119189295,0.6497064426284291,0.6070379841871593,0.6267204313564607
2017-06-03,0.6088128153738411,0.48860282089674023,0.4479700119189295,0.6497064426284291,0.614233691048965,0.6206219128101075
2017-06-04,0.6061364685234423,0.48860282089674023,0.4479700119189295,0.6497064426284291,0.6115437078037009,0.6521620921177653
2017-06-05,0.6291740370692231,0.48860282089674023,0.5162972363184802,0.6259677415402792,0.6115437078037009,0.6521620921177653
2017-06-06,0.6971783894282255,0.48860282089674023,0.5162972363184802,0.6148016833402311,0.6011758104213039,0.6014127477899196
2017-06-07,0.6558594608579502,0.5252954174940383,0.500400652720786,0.6148016833402311,0.6011758104213039,0.5984494628174045
2017-06-08,0.6266085287186438,0.5407173877233982,0.500400652720786,0.6148016833402311,0.5884172173451082,0.5833976819419746
2017-06-09,0.602637738718727,0.5541914135891103,0.500400652720786,0.6148016833402311,0.5803105047569517,0.5833976819419746
2017-06-10,0.59540949100542,0.5871642533828436,0.500400652720786,0.6148016833402311,0.5651812144004147,0.5915889507727871
2017-06-11,0.5760204408998649,0.6118046115043694,0.530222632068947,0.5558081746981813,0.5631177424426123,0.5819419062106804
2017-06-12,0.5778288696574864,0.6077652967152486,0.5423451653622712,0.5558081746981813,0.5612477014172629,0.5962729685210737
2017-06-13,0.5778288696574864,0.6001697601450018,0.5423451653622712,0.5558081746981813,0.5808704830871899,0.6000953032590874
2017-06-14,0.584151756407029,0.6106218494998994,0.5423451653622712,0.5558081746981813,0.5793386914152318,0.5976601053270639
2017-06-15,0.5942746003545437,0.6619515502791152,0.5548569216450301,0.6682001372598456,0.563597270860502,0.6205928546883545
2017-06-16,0.5699247766735458,0.6448786296369904,0.5548569216450301,0.6811378994467958,0.5331775574502906,0.6289416110683819
2017-06-17,0.5750168396942384,0.644010595451764,0.8136052300039277,0.6811378994467958,0.5331775574502906,0.6382005149008123
2017-06-18,0.5919490735446272,0.6399293973412107,0.8136052300039277,0.6595888437278283,0.5611556624668136,0.646836405897788
2017-06-19,0.6140314009983608,0.6374491395646578,0.6895577164796548,0.6595888437278283,0.5718682665182255,0.6427700957506677
2017-06-20,0.6256547877995076,0.6361142582975625,0.6895577164796548,0.6595888437278283,0.5840205708015472,0.6320578781171079
2017-06-21,0.6544317158822174,0.6446337764888503,0.6895577164796548,0.703600573000629,0.5834155163844971,0.6362734904688832
2017-06-22,0.6455474140699073,0.6455435575195839,0.6254616318561536,0.7329627500031745,0.6028783081350173,0.6379979002239439
2017-06-23,0.6224921070337439,0.659179952239635,0.6128757582211459,0.6903008850884241,0.5852359306341015,0.6182250971618836
2017-06-24,0.5940979287247238,0.6566361890210332,0.6128757582211459,0.6903008850884241,0.5835998974530787,0.623191077517667
2017-06-25,0.5722895142543849,0.6193537592635414,0.5626933902754504,0.6486866417741045,0.6116800341785866,0.5751820621173155
2017-06-26,0.5712442358504167,0.6408596053627444,0.5626933902754504,0.6562794819113671,0.6717116692416173,0.5724754097550865
2017-06-27,0.5439708452271386,0.6448212691958324,0.5405911215950553,0.6562794819113671,0.6325462241415674,0.5796120925099744
2017-06-28,0.5183382829189274,0.647025473396296,0.5405911215950553,0.6770011971762193,0.6060652832731982,0.579264999838501
2017-06-29,0.505593732321221,0.6481308516737789,0.5602674581174579,0.6807863223736693,0.6278935132746514,0.5897365807999202
2017-06-30,0.505593732321221,0.6451100287903571,0.5602674581174579,0.6807863223736693,0.6347731644860887,0.5880485192698787
2017-07-01,0.505593732321221,0.628970569457061,0.5766690661443722,0.6807863223736693,0.6347731644860887,0.5770856600682952
2017-07-02,0.5126819054494192,0.6265714371658179,0.5899023334002423,0.6253359315563711,0.6073157552443061,0.5398559923775479
2017-07-03,0.512520915334415,0.5827963226841902,0.5878550262160464,0.6883565727685692,0.6073157552443061,0.5110973211606153
2017-07-04,0.545616379719871,0.6043422018401351,0.5878550262160464,0.6883565727685692,0.6134497757842078,0.47001730706285344
2017-07-05,0.5403176429850751,0.6201915202463005,0.5946973221959481,0.6883565727685692,0.6146807372601145,0.4648426825746072
2017-07-06,0.4867106313497337,0.6123122599149814,0.5946973221959481,0.6681774396211272,0.6132825472781986,0.49657590417197406
2017-07-07,0.49277577887541624,0.6123122599149814,0.6303261410265664,0.6681774396211272,0.6342129673802399,0.5129381981433668
2017-07-08,0.4836138463261957,0.6303262352089356,0.6744144622258357,0.6681774396211272,0.6276920304841824,0.5243854490653338
2017-07-09,0.499555195354654,0.5843047020921331,0.6817937269853177,0.5742194165107839,0.5667696408431058,0.5007953844121663
2017-07-10,0.499555195354654,0.5843047020921331,0.6303071272095189,0.5986707272121873,0.5289774955042041,0.494691451878804
2017-07-11,0.499555195354654,0.6283106801684577,0.6191142304354343,0.6625794498629322,0.5206187982787949,0.494691451878804
2017-07-12,0.5320520012696786,0.6321040840976562,0.5860292251360482,0.6208014006780465,0.5253552020953705,0.5026992339300562
2017-07-13,0.5284391578785872,0.6586114456374246,0.5860292251360482,0.6208014006780465,0.5199237533836247,0.5532587323813261
2017-07-14,0.5022059522012625,0.6519289266396202,0.5860292251360482,0.6208014006780465,0.5182937853197603,0.5758609450951253
2017-07-15,0.4795421054474559,0.6519521883882134,0.5770199048911714,0.6452469578261977,0.5088599016110518,0.5950223249423081
