,花旗,台新,國泰,富邦,玉山,中信
2017-06-01,0.45939373228398195,0.5476561753700491,0.5227421442607494,0.6497064426284291,0.5885485788922944,0.39134748023985283
2017-06-02,0.4522675360251139,0.5476561753700491,0.510018409913407,0.6497064426284291,0.6833473539590339,0.41795229383950233
2017-06-03,0.4522675360251139,0.5476561753700491,0.455884219990095,0.5767802352620143,0.6714657183778708,0.4265999935892694
2017-06-04,0.4508804732125967,0.5476561753700491,0.455884219990095,0.5767802352620143,0.6573293296668256,0.41344346990693
2017-06-05,0.4921148514615916,0.5476561753700491,0.5215733750325905,0.5767802352620143,0.6573293296668256,0.41344346990693
2017-06-06,0.4921148514615916,0.5476561753700491,0.5215733750325905,0.5732184666776096,0.6338798260378214,0.4363144200221082
2017-06-07,0.46233293511162976,0.5604122841996955,0.4582439837970256,0.5732184666776096,0.602848312656788,0.4257068295781688
2017-06-08,0.4801229280904529,0.5615583038222763,0.4582439837970256,0.5732184666776096,0.592474187972283,0.4411567144600698
2017-06-09,0.4593444886091986,0.5694331946390276,0.4582439837970256,0.5732184666776096,0.5864132782668859,0.4411567144600698
2017-06-10,0.4655037347265275,0.5926750575542503,0.4582439837970256,0.6053335776915547,0.5643907265396275,0.44817029563107574
2017-06-11,0.4533330703865742,0.6269584345784304,0.4582439837970256,0.5609607127546802,0.5624429804088265,0.4728637749470734
2017-06-12,0.4543542655118539,0.5293432671860621,0.4323567707388349,0.5106521794985701,0.5488941483642443,0.4747462307739793
2017-06-13,0.42005800517374997,0.5226984819312064,0.46013179484257005,0.5615357016105037,0.5348051214944883,0.49036340079148855
2017-06-14,0.4323296442146713,0.5226984819312064,0.46013179484257005,0.5615357016105037,0.5293069003838086,0.5016311072355509
2017-06-15,0.4130108629350845,0.5241652066531417,0.4520902084954037,0.6008139160874262,0.5162032006349784,0.5524532459129545
2017-06-16,0.42407663327296463,0.5061504755546814,0.4781339894924795,0.5535568655865116,0.5054663158476451,0.5557405826369723
2017-06-17,0.45144574460592535,0.5285865063566859,0.6979571717423549,0.5535568655865116,0.5079614936308617,0.6126688477892095
2017-06-18,0.4646162960241618,0.5210012861033222,0.6979571717423549,0.5535568655865116,0.5470146499452676,0.5942178990859814
2017-06-19,0.47899148758526106,0.4978043100586626,0.6979571717423549,0.5303168392372959,0.5469586620989705,0.5942178990859814
2017-06-20,0.45294559300439785,0.47377660520696513,0.6979571717423549,0.4910514569832985,0.5750606626688687,0.5975699895294571
2017-06-21,0.4499721703277036,0.45054533478352843,0.6979571717423549,0.4910514569832985,0.5727434396492571,0.610770004598696
2017-06-22,0.4503248979315258,0.4915382378857984,0.6979571717423549,0.5764970616978734,0.5939566477086257,0.6748461962405953
2017-06-23,0.4864983061647527,0.5022256581541853,0.6512461130618012,0.5729516188594483,0.6518111937260842,0.6276485376907072
2017-06-24,0.4670300137156793,0.4997370408553539,0.6512461130618012,0.5729516188594483,0.6518111937260842,0.6276485376907072
2017-06-25,0.4724279333135732,0.4938735912145062,0.5700665545907381,0.5440250792116612,0.7494286570851071,0.5052602383695974
2017-06-26,0.4581345587079705,0.5223251608834009,0.5578239957006939,0.5969768674620093,0.5827290181041513,0.5052602383695974
2017-06-27,0.42036581898749764,0.4878331336196785,0.5578239957006939,0.5866656520238598,0.5453388664936624,0.5052602383695974
2017-06-28,0.3838097715771507,0.5195938122296252,0.5578239957006939,0.5866656520238598,0.500249648659543,0.594482223507159
2017-06-29,0.3838097715771507,0.5323150355465828,0.5850947494261977,0.6659784569934921,0.5439397178918636,0.5527027053635627
2017-06-30,0.39441044027653444,0.550489276335188,0.5850947494261977,0.6659784569934921,0.49089257683941956,0.5519778801289588
2017-07-01,0.40732586629981415,0.5721894455957176,0.5850947494261977,0.6659784569934921,0.5181836417100906,0.47480615443232116
2017-07-02,0.39626997232025485,0.5664348073352328,0.5850947494261977,0.6143730192374428,0.4788262454536907,0.4180070039201257
2017-07-03,0.38682515548962615,0.5596888741755865,0.6123655031517015,0.6664307481307125,0.4788262454536907,0.44605306040880816
2017-07-04,0.36368000470078193,0.5796540671033075,0.6123655031517015,0.6664307481307125,0.4788262454536907,0.44605306040880816
2017-07-05,0.36368000470078193,0.5796540671033075,0.6123655031517015,0.6664307481307125,0.4788262454536907,0.4431208511292283
2017-07-06,0.41465536229111183,0.5336486050539605,0.6123655031517015,0.6664307481307125,0.5205824414025402,0.48079352306467804
2017-07-07,0.43947909859778694,0.5399353557221472,0.6123655031517015,0.7874407059901629,0.5476148302294273,0.49114374925061355
2017-07-08,0.4275630030095964,0.42421450563440966,0.7315666250873074,0.7874407059901629,0.5411277631479776,0.49114374925061355
2017-07-09,0.4362749595313142,0.4034872844686741,0.7150148437599294,0.5940726893073884,0.465001359951656,0.49664376929417436
2017-07-10,0.48003889382681775,0.4034872844686741,0.7150148437599294,0.6475733486149939,0.5281450418459943,0.4643130930748285
2017-07-11,0.4700106212720219,0.4034872844686741,0.7150148437599294,0.6475733486149939,0.46923049592096033,0.545816450529361
2017-07-12,0.4745934380838343,0.4034872844686741,0.7150148437599294,0.6475733486149939,0.48101224444444085,0.545816450529361
2017-07-13,0.47194911038165727,0.5202830478403984,0.7150148437599294,0.6475733486149939,0.4788118189904019,0.5605271093718824
2017-07-14,0.47194911038165727,0.5202830478403984,0.7150148437599294,0.6475733486149939,0.4761496593809892,0.46026897040826587
2017-07-15,0.4434452863233448,0.5202830478403984,0.7150148437599294,0.707524046090974,0.4761496593809892,0.5292448418872229
