,花旗,台新,國泰,富邦,玉山,中信
2017-06-01,0.3425058029860523,0.5885530222139203,0.2618248179354971,0.6497064426284291,0.5885485788922944,0.5358399920331592
2017-06-02,0.4880292902485963,,0.4276510442491949,,0.6804899621613701,0.4711619210388014
2017-06-03,,,0.3881946242144911,0.3580016131627695,0.6079649552270139,0.6145233942637544
2017-06-04,0.2861921683138479,,,,0.6007837748226446,0.5796380795362551
2017-06-05,0.741600578441352,0.8019649100632429,0.6529516851175816,0.5903596899080543,0.7849144141761382,
2017-06-06,0.7118572955859546,,0.6244081093956974,0.5589713923399906,0.6318499008466305,0.5314377131135904
2017-06-07,0.5469527376261417,0.49342642669950343,0.3978363863590114,0.28176199976232275,0.49849509311527723,0.5063790185838533
2017-06-08,0.48538529904073463,0.5923006361684674,,,0.4991070658117386,0.5110738452125596
2017-06-09,0.4041161393097277,0.587876478253391,0.10353637218343988,,0.5478836544043255,
2017-06-10,0.5221893284869755,0.745302596974212,0.5043893345455371,0.5075666854458106,0.31689854933681527,0.588373696709488
2017-06-11,0.32706939792121337,0.583413694596878,,0.5357096859131247,0.6600384278265509,0.5769422793847339
2017-06-12,,0.3944473939015647,,0.3597265797302399,0.6746120680627528,0.41637507465184176
2017-06-13,0.30121562380128974,0.4157822965653697,,,0.6311061121364824,0.62115587861301
2017-06-14,0.6298278508141536,0.7201994890294381,,0.4134889834512738,,0.6392111558553267
2017-06-15,0.701291556993952,0.6732114599103238,0.7743110185427061,0.752143416045364,0.3589588036490156,0.7378780459561686
2017-06-16,0.5340141262360633,0.437491660203297,0.5823091134807823,0.4381215027109651,0.35287444378311444,0.5920466774703319
2017-06-17,0.5487251856832595,0.5420253145705404,,,0.8859487001766927,
2017-06-18,0.6134828828731584,0.44953421140685,,0.5733926208519585,0.7119890467466751,0.3730559801295786
2017-06-19,0.6840174406891122,0.3201453640178891,0.5655102029553819,0.3908766811420013,0.5903480187082198,0.5655102029553819
2017-06-20,0.12151111421658785,0.5061424031825799,,,,0.4843185097118923
2017-06-21,0.22650990197389834,0.6521979025937078,,0.6063584626168738,0.5846424444633885,0.6538256744793791
2017-06-22,0.5017989941213975,0.5935331869197056,0.4972694626091509,0.7916871040082656,0.7308740968323277,0.6887746631405368
2017-06-23,0.4251556824794787,0.7487952941904439,0.5939969477686344,0.562315290344173,,0.19787733705218807
2017-06-24,0.36332364691716496,0.47982810246470264,,,0.5794380712301983,0.7594038855968372
2017-06-25,0.5827075368634412,0.215242772038872,,,,0.5165889274570705
2017-06-26,0.32085606068107336,0.5394920584973425,,,0.33267955963271767,
2017-06-27,0.46548261500984445,0.5334074670181634,0.4778488246528676,0.545420790271262,0.3583881084412177,0.6168037603302513
2017-06-28,0.5156806102484677,0.5953074196848261,,,0.6494499449932399,0.43924306997904744
2017-06-29,0.47861584418647696,0.3375272486032894,0.6120796718424266,0.6883565727685692,0.6883565727685692,0.5547982733612682
2017-06-30,0.42139714943285395,0.8770244079033218,0.7384672691967572,,0.4409145451434947,0.5505282296597508
2017-07-01,,0.6102785141754727,0.6750787143058571,0.5989375621822285,0.7697286911785055,0.1382996632566983
2017-07-02,0.4933697449642116,,0.34980953385491187,0.7963665368799531,,
2017-07-03,0.4361295638447802,0.5774460123418774,,,,0.2996193834066512
2017-07-04,0.7120715976198598,0.7120715976198598,,,,0.3498388179571332
2017-07-05,0.5295097710305235,0.6518901570586314,0.6220665061155551,,0.6220665061155551,0.4225953861721689
2017-07-06,0.29908609062603847,0.47925399661979184,,0.646960544684742,0.36521365890313756,0.7821748985482759
2017-07-07,,0.5624273979814969,,,0.5258314692575481,0.6182505405230965
2017-07-08,,0.39332102244931777,0.8507677470229132,,0.5755245353157217,
2017-07-09,0.4580548508356088,0.21026697043080148,0.5792619404969456,0.5206196596953243,0.4643577674017978,0.5206196596953243
2017-07-10,,,0.4428298552444301,0.6475733486149939,0.5249157650507206,0.2626878202965326
2017-07-11,0.6115518785662526,0.8903574685186836,0.9102414337733372,0.854305617815167,0.4537492204755205,
2017-07-12,0.6241327591312157,0.4795003380123065,0.4536892039385036,0.4536892039385036,0.5060949060776466,0.5240533194000623
2017-07-13,0.47529757878174705,0.7088916515420933,,0.8662855931915583,0.32604850993400136,0.4530423678430514
2017-07-14,0.4503573711847846,0.4313170526572225,,0.4816627753701684,0.45348350202448656,0.05923641455379966
2017-07-15,0.3566210851900666,0.4286219576470846,0.5354075776485707,0.7674747435669539,,0.6034568692250862
2017-07-16,0.3754770364715437,,0.3742088453970725,0.1958745704276118,,
2017-07-17,0.5528448127788426,0.6073437804355794,,0.6962079841332304,0.6614635818775909,0.6639166694232991
2017-07-18,,0.5664938292762091,0.5468922212306164,0.3195088936148277,0.47994848929259937,0.386860600220993
2017-07-19,0.6261221899154896,0.7770737021186107,0.6118784898445084,0.7689662093534816,0.5719439136687156,0.5273657250504562
2017-07-20,0.5632518275443434,0.6961695581372411,,,0.46749110904073343,0.8189524762512717
2017-07-21,0.5476464147120595,0.562610317542764,0.7455413132947009,0.562610317542764,0.7746108194619354,0.6168910355101868
2017-07-22,0.6587654280924341,0.37890078925402626,0.4952729469821272,,,
2017-07-23,-0.018144552643059697,0.638561973963954,0.27196360192817837,,,0.32591840157115765
2017-07-24,0.36281846064807377,0.47712170019446104,0.5845364530194271,,0.4955311231100405,
2017-07-25,0.44483558081321467,0.6192305379252211,,0.4097069864070492,,0.44483558081321467
2017-07-26,0.5841560455671705,0.5675815571173752,0.5224081759891471,0.40182691624967437,0.7520828478555885,0.5137381952958027
