,花旗,index,台新,index,國泰,index,富邦,index,玉山,index,中信,index,元大,index
0,0.47054099306132446,花旗,0.4157631408825717,台新,0.34615121641328,申請,0.3736063300331942,富邦,0.4944387634648907,玉山,0.44199813579153613,中信,0.37682331273150443,申請
1,0.29635615244222235,申請,0.3224193554566581,申請,0.30096398865489615,國泰,0.34910755429331264,申請,0.3073323070812364,申請,0.30647983944035756,申請,0.3058693047362593,額度
2,0.28970325922413165,額度,0.25973922901123786,額度,0.2293464956038727,額度,0.27071147192569156,額度,0.26274523662385496,額度,0.2827120151572278,額度,0.2751864904680452,收到
3,0.21349739145327448,核卡,0.25432799507350373,收到,0.21741024676203546,卡片,0.2388630634638455,核卡,0.1974570263112607,核卡,0.2276707378699799,收到,0.22820343111984237,核卡
4,0.2020060304402087,收到,0.21419467670197567,核卡,0.20206364110824473,收到,0.20088996106702903,卡片,0.1902912471306101,卡片,0.21682927416188563,核卡,0.2061501583645635,卡片
5,0.195353137222118,卡片,0.18533476236739369,卡片,0.19694810589031447,核卡,0.18251587926211785,收到,0.18232927026322054,銀行,0.18722373865132047,linepay,0.17546734409634937,元大
6,0.15301654401608625,財力,0.1681991882312356,簡訊,0.18842221386043073,台新,0.1555672259482481,台新,0.17834828182952578,收到,0.1784671718101674,卡片,0.16683780258341416,簡訊
7,0.15120211859297059,中信,0.1650426351008907,中信,0.17478078661261676,聯名,0.154342287161254,中信,0.1727748980223531,財力,0.16595779060852017,台新,0.15724942312459725,元大鑽金
8,0.13245305588744224,客服,0.15737672035576739,gogo,0.16199194856779112,中信,0.14454277686530137,信用卡,0.13535360674562225,世界,0.14510882193910807,信用卡,0.1543729092869522,台新
9,0.12821939656683906,信用卡,0.15467110338690032,財力,0.15090828892894226,koko,0.13964302171732507,花旗,0.13535360674562225,中信,0.1413560075786139,財力,0.15053755750342543,通知
10,0.12096169487437647,簡訊,0.14339769934995422,信用卡,0.1500556997259539,銀行,0.13841808293033098,財力,0.1329650136854054,聯名,0.13968809008506095,簡訊,0.14766104366578037,財力
11,0.11793765250251706,調額,0.12806586985970755,提供,0.14408757530503527,財力,0.1371931441433369,照會,0.12261444375779898,台新,0.13218246136407258,花旗,0.13519615036931837,信用卡
12,0.11370399318191389,台新,0.12175276359901774,照會,0.1364142724781399,信用卡,0.1371931441433369,生活,0.12102204838432107,信用卡,0.124259853269696,調額,0.13423731242343667,jcb
13,0.11188956775879824,通知,0.1213018274375399,richart,0.12192025602733754,通知,0.13351832778235467,數位,0.11465246689040944,客服,0.12342589452291952,照會,0.13040196063990991,照會
14,0.11128475928442635,提供,0.11859621046867284,聯名,0.11850989921538403,客服,0.12739363384738425,查詢,0.1098752807699757,花旗,0.11216745144143699,客服,0.12944312269402825,客服
15,0.1094703338613107,現金回饋,0.1140868488538944,通知,0.11595213160641892,玉山,0.1249437562733961,銀行,0.10748668770975885,簡訊,0.10966557520110755,玉山,0.1236900950187381,電話
16,0.10281744064322,申辦,0.11047935956207165,客服,0.11424695320044216,icash,0.12371881748640202,玉山,0.10509809464954198,申辦,0.10299390522689568,聯名,0.1217724191269747,中信
17,0.09737416437387306,電話,0.11002842340059381,花旗,0.11339436399745378,花旗,0.11636918476443756,簡訊,0.10430189696280302,提供,0.10132598773334271,提供,0.11793706734344794,提供
18,0.09737416437387306,辦卡,0.1046171894628597,御璽,0.10998400718550029,申辦,0.11146942961646124,聯名,0.10350569927606407,照會,0.09965807023978974,銀行,0.11506055350580287,調額
19,0.09435012200201365,照會,0.09740221087921419,銀行,0.10827882877952355,app,0.1065696744684849,電話,0.0995247108423693,持有,0.09882411149301326,通知,0.11122520172227611,查詢
20,0.09374531352764177,持有,0.09740221087921419,電話,0.10742623957653517,調額,0.1065696744684849,通知,0.09156273397497976,辦卡,0.0971561939994603,申辦,0.10643101199286766,持有
21,0.08346356946331977,玉山,0.09469659391034714,申辦,0.10572106117055842,簡訊,0.10044498053351451,申辦,0.0907665362882408,調額,0.09632223525268381,電話,0.10547217404698597,樂天
22,0.08164914404020412,三個,0.09154004078000223,持有,0.10486847196757004,提供,0.09677016417253227,客服,0.08917414091476289,icash,0.09507129713251909,御璽,0.09396611869640568,現金回饋
23,0.08043952709146035,真的,0.08928535997261301,玉山,0.10401588276458167,combo,0.09432028659854412,聯徵,0.08121216404737334,通知,0.09006754465186019,持有,0.09300728075052399,匯豐
24,0.08043952709146035,御璽,0.0861288068422681,辦卡,0.10401588276458167,照會,0.08574571508958556,資料,0.07484258255346171,電話,0.08464681279781304,查詢,0.09013076691287891,聯名
25,0.0786251016683447,銀行,0.08161944522748968,調額,0.08525892029883744,消費,0.08574571508958556,調額,0.07404638486672276,家樂福,0.08172795718409535,富邦,0.08341890129170708,icash
26,0.0786251016683447,資料,0.08116850906601183,富邦,0.08440633109584907,聯徵,0.08329583751559741,持有,0.0732501871799838,查詢,0.08006003969054239,聯徵,0.0815012253999437,花旗
27,0.0786251016683447,回饋,0.08116850906601183,國泰,0.08355374189286069,電話,0.08084595994160924,jcb,0.0732501871799838,富邦,0.07797514282360118,辦卡,0.0815012253999437,三個
28,0.07741548471960094,饗樂,0.08071757290453399,app,0.08355374189286069,帳戶,0.07839608236762109,提供,0.07245398949324484,御璽,0.06880159660905986,線上,0.08054238745406202,申辦
29,0.07741548471960094,聯名,0.0757572751282777,icash,0.08355374189286069,持有,0.07227138843265069,xd,0.07006539643302799,聯徵,0.0671336791155069,現金回饋,0.07766587361641694,玉山
